agreement_id,consultation_id,mechanism_type,consultation_forum,consultation_forum_other,consultation_agreement_forum,c_consultation_forum,party_consultation_referral,party_consultation_referral_third_party,c_party_consultation_referral,consultation_category,consultation_type,consultation_type_other,c_consultation_mechanism_type
272,A,0,1,N/A,N/A,Article VII,0,N/A,N/A,0,0,N/A,Implementation. Article VII.
272,B,0,1,N/A,N/A,Article IX,0,N/A,N/A,0,2,N/A,Amendments. Article IX.
272,C,0,1,N/A,N/A,Article V,0,N/A,N/A,1,8,N/A,Compliance-dispute. Article V.
2801,A,0,0,N/A,Joint Compliance and Inspection Commission,"Ibid. Article. To promote the objectives and implementation of the provisions of this Treaty, the Parties hereby establish the Joint Compliance and Inspection Commission. The Parties agree that, if either Party so requests, they shall meet within the framework of the Joint Compliance and Inspection Commission to. (a) resolve questions relating to compliance with theobligations assumed.(b) agree upon such additional measures as may benecessary to improve the viability and effectivenessof this Treaty. and(c) resolve questions related to the application ofrelevant provisions of this Treaty to a new kind ofstrategic offensive arm, after notification has beenprovided in accordance with paragraph 16 of Section VII of the Notification Protocol.",0,N/A,N/A,0,0,N/A,"Ibid. Article. To promote the objectives and implementation of the provisions of this Treaty, the Parties hereby establish the Joint Compliance and Inspection Commission. The Parties agree that, if either Party so requests, they shall meet within the framework of the Joint Compliance and Inspection Commission to. (a) resolve questions relating to compliance with theobligations assumed.(b) agree upon such additional measures as may benecessary to improve the viability and effectivenessof this Treaty. and(c) resolve questions related to the application ofrelevant provisions of this Treaty to a new kind ofstrategic offensive arm, after notification has beenprovided in accordance with paragraph 16 of Section VII of the Notification Protocol."
2801,B,0,0,N/A,Joint Compliance and Inspection Commission,"Ibid. Article. To promote the objectives and implementation of the provisions of this Treaty, the Parties hereby establish the Joint Compliance and Inspection Commission. The Parties agree that, if either Party so requests, they shall meet within the framework of the Joint Compliance and Inspection Commission to. (a) resolve questions relating to compliance with theobligations assumed.(b) agree upon such additional measures as may benecessary to improve the viability and effectivenessof this Treaty. and(c) resolve questions related to the application ofrelevant provisions of this Treaty to a new kind ofstrategic offensive arm, after notification has beenprovided in accordance with paragraph 16 of Section VII of the Notification Protocol.",0,N/A,N/A,0,4,N/A,"Ibid. Article. To promote the objectives and implementation of the provisions of this Treaty, the Parties hereby establish the Joint Compliance and Inspection Commission. The Parties agree that, if either Party so requests, they shall meet within the framework of the Joint Compliance and Inspection Commission to. (a) resolve questions relating to compliance with theobligations assumed.(b) agree upon such additional measures as may benecessary to improve the viability and effectivenessof this Treaty. and(c) resolve questions related to the application ofrelevant provisions of this Treaty to a new kind ofstrategic offensive arm, after notification has beenprovided in accordance with paragraph 16 of Section VII of the Notification Protocol."
2801,C,0,0,N/A,Joint Compliance and Inspection Commission,"Ibid. Article. To promote the objectives and implementation of the provisions of this Treaty, the Parties hereby establish the Joint Compliance and Inspection Commission. The Parties agree that, if either Party so requests, they shall meet within the framework of the Joint Compliance and Inspection Commission to. (a) resolve questions relating to compliance with theobligations assumed.(b) agree upon such additional measures as may benecessary to improve the viability and effectivenessof this Treaty. and(c) resolve questions related to the application ofrelevant provisions of this Treaty to a new kind ofstrategic offensive arm, after notification has beenprovided in accordance with paragraph 16 of Section VII of the Notification Protocol.",0,N/A,N/A,0,8,N/A,"Ibid. Article. To promote the objectives and implementation of the provisions of this Treaty, the Parties hereby establish the Joint Compliance and Inspection Commission. The Parties agree that, if either Party so requests, they shall meet within the framework of the Joint Compliance and Inspection Commission to. (a) resolve questions relating to compliance with theobligations assumed.(b) agree upon such additional measures as may benecessary to improve the viability and effectivenessof this Treaty. and(c) resolve questions related to the application ofrelevant provisions of this Treaty to a new kind ofstrategic offensive arm, after notification has beenprovided in accordance with paragraph 16 of Section VII of the Notification Protocol."
2802,A,0,0,N/A,Bilateral Implementation Commission,"Ibid. Article V.2. To promote the objectives and implementation of the provisions of this Treaty, the Parties hereby establish the Bilateral Implementation Commission. The Parties agree that, if either Party so requests, they shall meet within the framework of the Bilateral Implementation Commission to.(a) resolve questions relating to compliance with the obligations assumed. and(b) agree upon such additional measures as may be necessary to improve the viability and effectiveness of this Treaty.",0,N/A,N/A,0,4,N/A,Ibid. Article V.2.
2802,B,0,0,N/A,Bilateral Implementation Commission,"Ibid. Article V.2. To promote the objectives and implementation of the provisions of this Treaty, the Parties hereby establish the Bilateral Implementation Commission. The Parties agree that, if either Party so requests, they shall meet within the framework of the Bilateral Implementation Commission to.(a) resolve questions relating to compliance with the obligations assumed. and(b) agree upon such additional measures as may be necessary to improve the viability and effectiveness of this Treaty.",0,N/A,N/A,2,8,N/A,"Ibid. Article V.2. To promote the objectives and implementation of the provisions of this Treaty, the Parties hereby establish the Bilateral Implementation Commission. The Parties agree that, if either Party so requests, they shall meet within the framework of the Bilateral Implementation Commission to.(a) resolve questions relating to compliance with the obligations assumed. and(b) agree upon such additional measures as may be necessary to improve the viability and effectiveness of this Treaty."
2803,A,0,0,N/A,Bilateral Consultative Commission,"ibid. Treaty. Article VII. 5 The Parties shall hold consultations within the framework of the Bilateral Consultative Commission on releasing to the public data and information obtained during the implementation of this Treaty.. ibid. Protocol. Part Six, Section I, To promote the implementation of the provisions of the Treaty, the Parties within the framework of the BCC shall. (a) Resolve questions relating to compliance with the obligations assumed by the Parties. (b) Agree upon such additional measures as may be necessary to improve the viability and effectiveness of the Treaty. (c) Discuss the unique features of missiles and their launchers, other than ICBMs and ICBM launchers, or SLBMs and SLBM launchers, referred to in paragraph 3 of Article V of the Treaty, that distinguish such missiles and their launchers from ICBMs and ICBM launchers, or SLBMs and SLBM launchers. (d) Resolve questions related to the applicability of provisions of the Treaty to a new kind of strategic offensive arm. (e) Discuss other issues raised by either Party. ",0,N/A,N/A,0,0,N/A,"ibid. Treaty. Article VII. 5 The Parties shall hold consultations within the framework of the Bilateral Consultative Commission on releasing to the public data and information obtained during the implementation of this Treaty.. ibid. Protocol. Part Six, Section I, To promote the implementation of the provisions of the Treaty, the Parties within the framework of the BCC shall. (a) Resolve questions relating to compliance with the obligations assumed by the Parties. (b) Agree upon such additional measures as may be necessary to improve the viability and effectiveness of the Treaty. (c) Discuss the unique features of missiles and their launchers, other than ICBMs and ICBM launchers, or SLBMs and SLBM launchers, referred to in paragraph 3 of Article V of the Treaty, that distinguish such missiles and their launchers from ICBMs and ICBM launchers, or SLBMs and SLBM launchers. (d) Resolve questions related to the applicability of provisions of the Treaty to a new kind of strategic offensive arm. (e) Discuss other issues raised by either Party. "
2803,B,0,0,N/A,Bilateral Consultative Commission,"Ibid. Treaty. Article XV. 1 Each Party may propose amendments to this Treaty. , 2 If it becomes necessary to make changes in the Protocol to this Treaty that do not affect substantive rights or obligations under this Treaty, the Parties shall use the Bilateral Consultative Commission to reach agreement on such changes.",0,N/A,N/A,0,2,N/A,"ibid. Treaty. Article VII. 5 The Parties shall hold consultations within the framework of the Bilateral Consultative Commission on releasing to the public data and information obtained during the implementation of this Treaty.. ibid. Protocol. Part Six, Section I, To promote the implementation of the provisions of the Treaty, the Parties within the framework of the BCC shall. (a) Resolve questions relating to compliance with the obligations assumed by the Parties. (b) Agree upon such additional measures as may be necessary to improve the viability and effectiveness of the Treaty. (c) Discuss the unique features of missiles and their launchers, other than ICBMs and ICBM launchers, or SLBMs and SLBM launchers, referred to in paragraph 3 of Article V of the Treaty, that distinguish such missiles and their launchers from ICBMs and ICBM launchers, or SLBMs and SLBM launchers. (d) Resolve questions related to the applicability of provisions of the Treaty to a new kind of strategic offensive arm. (e) Discuss other issues raised by either Party. "
2803,C,0,0,N/A,Bilateral Consultative Commission,"ibid. Treaty. Article VII. 5 The Parties shall hold consultations within the framework of the Bilateral Consultative Commission on releasing to the public data and information obtained during the implementation of this Treaty.. ibid. Protocol. Part Six, Section I, To promote the implementation of the provisions of the Treaty, the Parties within the framework of the BCC shall. (a) Resolve questions relating to compliance with the obligations assumed by the Parties. (b) Agree upon such additional measures as may be necessary to improve the viability and effectiveness of the Treaty. (c) Discuss the unique features of missiles and their launchers, other than ICBMs and ICBM launchers, or SLBMs and SLBM launchers, referred to in paragraph 3 of Article V of the Treaty, that distinguish such missiles and their launchers from ICBMs and ICBM launchers, or SLBMs and SLBM launchers. (d) Resolve questions related to the applicability of provisions of the Treaty to a new kind of strategic offensive arm. (e) Discuss other issues raised by either Party. ",0,N/A,N/A,1,8,N/A,"ibid. Treaty. Article VII. 5 The Parties shall hold consultations within the framework of the Bilateral Consultative Commission on releasing to the public data and information obtained during the implementation of this Treaty.. ibid. Protocol. Part Six, Section I, To promote the implementation of the provisions of the Treaty, the Parties within the framework of the BCC shall. (a) Resolve questions relating to compliance with the obligations assumed by the Parties. (b) Agree upon such additional measures as may be necessary to improve the viability and effectiveness of the Treaty. (c) Discuss the unique features of missiles and their launchers, other than ICBMs and ICBM launchers, or SLBMs and SLBM launchers, referred to in paragraph 3 of Article V of the Treaty, that distinguish such missiles and their launchers from ICBMs and ICBM launchers, or SLBMs and SLBM launchers. (d) Resolve questions related to the applicability of provisions of the Treaty to a new kind of strategic offensive arm. (e) Discuss other issues raised by either Party. "
2803,D,0,0,N/A,Bilateral Consultative Commission,"ibid. Treaty. Article VII. 5 The Parties shall hold consultations within the framework of the Bilateral Consultative Commission on releasing to the public data and information obtained during the implementation of this Treaty.. ibid. Protocol. Part Six, Section I, To promote the implementation of the provisions of the Treaty, the Parties within the framework of the BCC shall. (a) Resolve questions relating to compliance with the obligations assumed by the Parties. (b) Agree upon such additional measures as may be necessary to improve the viability and effectiveness of the Treaty. (c) Discuss the unique features of missiles and their launchers, other than ICBMs and ICBM launchers, or SLBMs and SLBM launchers, referred to in paragraph 3 of Article V of the Treaty, that distinguish such missiles and their launchers from ICBMs and ICBM launchers, or SLBMs and SLBM launchers. (d) Resolve questions related to the applicability of provisions of the Treaty to a new kind of strategic offensive arm. (e) Discuss other issues raised by either Party. ",0,N/A,N/A,0,4,N/A,"ibid. Inspection Annex. Part One, [regarding Transportation Procedures] 1 […] If the other Party disagrees with a proposed replacement or proposed addition, such an issue shall be resolved within the framework of the BCC. "
300,A,0,0,N/A,Amendment Conference,"Ibid. Article XVI. 1. . Each State Party shall have the right to propose amendments to this Treaty. The text of each proposed amendment shall be submitted to either Depositary, which shall circulate it to all States Parties for consideration. If so requested by no less than three States Parties within a period of 90 days after circulation of the proposed amendment, the Depositaries shall convene a conference of the States Parties to consider the proposed amendment. Such a conference shall open no earlier than 30 days and no later than 60 days after receipt of the third of such requests.",0,N/A,N/A,0,2,N/A,"Ibid. Article XVI. 1. . Each State Party shall have the right to propose amendments to this Treaty. The text of each proposed amendment shall be submitted to either Depositary, which shall circulate it to all States Parties for consideration. If so requested by no less than three States Parties within a period of 90 days after circulation of the proposed amendment, the Depositaries shall convene a conference of the States Parties to consider the proposed amendment. Such a conference shall open no earlier than 30 days and no later than 60 days after receipt of the third of such requests."
300,B,0,0,N/A,Review Conference,"Ibid. Article XVI.3. Unless requested to do so earlier by no less than three States Parties, the Depositaries shall convene a conference of the States Parties to review the implementation of this Treaty three years after entry into force of this Treaty and at fiveyear intervals thereafter.",0,N/A,N/A,0,1,N/A,"Ibid. Article XVI.3. Unless requested to do so earlier by no less than three States Parties, the Depositaries shall convene a conference of the States Parties to review the implementation of this Treaty three years after entry into force of this Treaty and at fiveyear intervals thereafter."
300,C,0,0,N/A,Withdrawal Conference,"Ibid. Article XV.3. In the event that a State Party provides notice of its decision to withdraw from this Treaty in accordance with paragraph 2 of this Article, the Depositaries shall convene a conference of the States Parties no less than 30 days and no more than 60 days after they have received such notice, in order to consider the effect of the withdrawal on this Treaty.",0,N/A,N/A,0,3,N/A,"Ibid. Article XV.3. In the event that a State Party provides notice of its decision to withdraw from this Treaty in accordance with paragraph 2 of this Article, the Depositaries shall convene a conference of the States Parties no less than 30 days and no more than 60 days after they have received such notice, in order to consider the effect of the withdrawal on this Treaty."
300,D,0,0,N/A,Meeting of the Open Skies Consultative Commission,"Ibid. Annex L. 12. 1. The Open Skies Consultative Commission shall be composed of representatives designated by each State Party. Alternates, advisers and experts of a State Party may take part in the proceedings of the Open Skies Consultative Commission as deemed necessary by that State Party. 2. The initial session of the Open Skies Consultative Commission shall open within 60 days of the signature of the Treaty. The Chairman of the opening meeting shall be the representative of Canada.",0,N/A,N/A,0,0,N/A,"Ibid. Annex L. 12. 1. The Open Skies Consultative Commission shall be composed of representatives designated by each State Party. Alternates, advisers and experts of a State Party may take part in the proceedings of the Open Skies Consultative Commission as deemed necessary by that State Party. 2. The initial session of the Open Skies Consultative Commission shall open within 60 days of the signature of the Treaty. The Chairman of the opening meeting shall be the representative of Canada."
300,E,0,0,N/A,Extraordinary Meeting of the Open Skies Consultative Commission,"Ibid. Annex L.3. The Open Skies Consultative Commission shall meet for no fewer than four regular sessions per calendar year unless it decides otherwise. Extraordinary sessions shall be convened at the request of one or more States Parties by the Chairman of the Open Skies Consultative Commission, who shall promptly inform all other States Parties of the request. Such sessions shall open no later than 15 days after receipt of such a request by the Chairman.",0,N/A,N/A,1,5,N/A,"Ibid. Annex L.3. The Open Skies Consultative Commission shall meet for no fewer than four regular sessions per calendar year unless it decides otherwise. Extraordinary sessions shall be convened at the request of one or more States Parties by the Chairman of the Open Skies Consultative Commission, who shall promptly inform all other States Parties of the request. Such sessions shall open no later than 15 days after receipt of such a request by the Chairman."
310,A,0,0,N/A,The Conference of the States Parties,"Ibid. Article VIII.19. he Conference shall be the principal organ of the Organization. It shall consider any questions, matters or issues within the scope of this Convention, including those relating to the powers and functions of the Executive Council and the Technical Secretariat. It may make recommendations and take decisions on any questions, matters or issues related to this Convention raised by a State Party or brought to its attention by the Executive Council. 20. The Conference shall oversee the implementation of this Convention, and act in order to promote its object and purpose. The Conference shall review compliance with this Convention. It shall also oversee the activities of the Executive Council and the Technical Secretariat and may issue guidelines in accordance with this Convention to either of them in the exercise of their functions.",0,N/A,N/A,0,0,N/A,"Ibid. Article VIII.19. he Conference shall be the principal organ of the Organization. It shall consider any questions, matters or issues within the scope of this Convention, including those relating to the powers and functions of the Executive Council and the Technical Secretariat. It may make recommendations and take decisions on any questions, matters or issues related to this Convention raised by a State Party or brought to its attention by the Executive Council. 20. The Conference shall oversee the implementation of this Convention, and act in order to promote its object and purpose. The Conference shall review compliance with this Convention. It shall also oversee the activities of the Executive Council and the Technical Secretariat and may issue guidelines in accordance with this Convention to either of them in the exercise of their functions."
310,B,0,0,N/A,The Conference of the States Parties,"Ibid. Article 21. The Conference shall. (h) Review scientific and technological developments that could affect the operation of this Convention and, in this context, direct the DirectorGeneral to establish a Scientific Advisory Board to enable him, in the performance of his functions, to render specialized advice in areas of science and technology relevant to this Convention, to the Conference, the Executive Council or States Parties. The Scientific Advisory Board shall be composed of independent experts appointed in accordance with terms of reference adopted by the Conference.",0,N/A,N/A,0,4,N/A,Ibid. Article VIII.22.
310,C,0,1,N/A,N/A,"Ibid. Article IX. 1. States Parties shall consult and cooperate, directly among themselves, or through the Organization or other appropriate international procedures, including procedures within the framework of the United Nations and in accordance with its Charter, on any matter which may be raised relating to the object and purpose, or the implementation of the provisions, of this Convention.",0,N/A,N/A,1,8,N/A,Ibid. Article XIV. 
310,D,0,0,N/A,Amendment Conference,Ibid. Article XV.2. The text of a proposed amendment shall be submitted to the DirectorGeneral for circulation to all States Parties and to the Depositary. The proposed amendment shall be considered only by an Amendment Conference. Such an Amendment Conference shall be convened if one third or more of the States Parties notify the DirectorGeneral not later than 30 days after its circulation that they support further consideration of the proposal. The Amendment Conference shall be held immediately following a regular session of the Conference unless the requesting States Parties ask for an earlier meeting. In no case shall an Amendment Conference be held less than 60 days after the circulation of the proposed amendment.,0,N/A,N/A,0,2,N/A,Ibid. Article IX.2
320,A,0,3,Expert talks,N/A,"Ibid. Article 4. 4) As soon as possible after the date of this document. U.S. and D.P.R.K. experts will hold two sets of experts talks. At one set of talks, experts will discuss issues related to alternative energy and the replacement of the graphitemoderated reactor program with the LWR project. At the other set of talks, experts will discuss specific arrangements for spent fuel storage and ultimate disposition.",0,N/A,N/A,0,9,"Alternative energy, arragements for fuel storage consultation","Ibid. Article 4. 4) As soon as possible after the date of this document. U.S. and D.P.R.K. experts will hold two sets of experts talks. At one set of talks, experts will discuss issues related to alternative energy and the replacement of the graphitemoderated reactor program with the LWR project. At the other set of talks, experts will discuss specific arrangements for spent fuel storage and ultimate disposition."
330,A,0,0,N/A,Meeting of the Comission,"Ibid. Article 20. Ten years after this Treaty enters into force, a meeting of the Commission shall be convened for the purpose of reviewing the operation of this Treaty. A meeting of the Commission for the same purpose may also be convened at anytime thereafter if there is consensus among all its members. ",0,N/A,N/A,0,1,N/A,"Ibid. Article 20. Ten years after this Treaty enters into force, a meeting of the Commission shall be convened for the purpose of reviewing the operation of this Treaty. A meeting of the Commission for the same purpose may also be convened at anytime thereafter if there is consensus among all its members. "
330,B,0,1,N/A,N/A,"Ibid. Article 21. Any dispute arising from the interpretation of the provisions of this Treaty shall be settled by peaceful means as may be agreed upon by the States Parties to the dispute. If within one month, the parties to the dispute are unable to achieve a peaceful settlement of the dispute by negotiation, mediation, enquiry or conciliation, any of the parties concerned shall, with the prior consent of the other parties concerned, refer the dispute to arbitration or to the International Court of Justice.",1,International Court of Justice,"Ibid. Article 21. Any dispute arising from the interpretation of the provisions of this Treaty shall be settled by peaceful means as may be agreed upon by the States Parties to the dispute. If within one month, the parties to the dispute are unable to achieve a peaceful settlement of the dispute by negotiation, mediation, enquiry or conciliation, any of the parties concerned shall, with the prior consent of the other parties concerned, refer the dispute to arbitration or to the International Court of Justice.",1,7,N/A,"Ibid. Article 21. Any dispute arising from the interpretation of the provisions of this Treaty shall be settled by peaceful means as may be agreed upon by the States Parties to the dispute. If within one month, the parties to the dispute are unable to achieve a peaceful settlement of the dispute by negotiation, mediation, enquiry or conciliation, any of the parties concerned shall, with the prior consent of the other parties concerned, refer the dispute to arbitration or to the International Court of Justice."
330,C,0,0,N/A,Amendment Session of the Commission,"Ibid. Article 19. Any State Party may propose amendments to this Treaty and its Protocol and shall submit its proposals to the Executive Committee, which shall transmit them to all the other States Parties. The Executive Committee shall immediately request the Commission to convene a meeting to examine the proposed amendments. The quorum required for such a meeting shall be all the members of the Commission. Any amendment shall be adopted by a consensus decision of the Commission.",0,N/A,N/A,0,2,N/A,"Ibid. Article 19. Any State Party may propose amendments to this Treaty and its Protocol and shall submit its proposals to the Executive Committee, which shall transmit them to all the other States Parties. The Executive Committee shall immediately request the Commission to convene a meeting to examine the proposed amendments. The quorum required for such a meeting shall be all the members of the Commission. Any amendment shall be adopted by a consensus decision of the Commission."
330,D,0,0,N/A,Meeting of the Comission Special Meeting,"Ibid. Article 14. 2. Where a State Party fails or refuses to comply with the provisions of Paragraph 1 of this Article, the Executive Committee shall request the Commission to convene a meeting in accordance with the provisions of Paragraph 3 (e) of Article 9. Article 14.3. At the meeting convened pursuant to Paragraph 2 of this Article, the Commission shall consider the emergent situation and shall decide on any measure it deems appropriate to cope with the situation, including the submission of the matter to the IAEA and, where the situation might endanger international peace and security, the Security Council and the General Assembly of the United Nations.",0,N/A,N/A,1,8,N/A,"Ibid. Article 14. 2. Where a State Party fails or refuses to comply with the provisions of Paragraph 1 of this Article, the Executive Committee shall request the Commission to convene a meeting in accordance with the provisions of Paragraph 3 (e) of Article 9. Article 14.3. At the meeting convened pursuant to Paragraph 2 of this Article, the Commission shall consider the emergent situation and shall decide on any measure it deems appropriate to cope with the situation, including the submission of the matter to the IAEA and, where the situation might endanger international peace and security, the Security Council and the General Assembly of the United Nations."
340,A,0,0,N/A,Conference of all Parties to the Treaty,"Ibid. Aricle 14.1 A Conference of all Parties to the Treaty shall be convened by the Depositary as soon as possible after the entry into force of the Treaty to, inter alia, elect members of the Commission and determine its headquarters. Further conferences of States Parties shall be held as necessary and at least every two years, and convened in accordance with paragraph 2 (b) of article 12. Article 12.2. Arranging consultations as provided for in Annex IV, as well as convening conferences of Parties on the concurrence of simple majority of States Parties on any matter arising from the implementation of the Treaty. ",0,N/A,N/A,0,0,N/A,"Ibid. Aricle 14.1 A Conference of all Parties to the Treaty shall be convened by the Depositary as soon as possible after the entry into force of the Treaty to, inter alia, elect members of the Commission and determine its headquarters. Further conferences of States Parties shall be held as necessary and at least every two years, and convened in accordance with paragraph 2 (b) of article 12. Article 12.2. Arranging consultations as provided for in Annex IV, as well as convening conferences of Parties on the concurrence of simple majority of States Parties on any matter arising from the implementation of the Treaty. "
340,B,0,0,N/A,Conference of all Parties to the Treaty,Ibid. Article 19.2. Decision on the adoption of such an amendment shall be taken by a twothirds majority of the Parties either through written communication to the Commission or through a conference of Parties convened upon the concurrence of a simple majority.,0,N/A,N/A,0,2,N/A,Ibid. Article 19.2. Decision on the adoption of such an amendment shall be taken by a twothirds majority of the Parties either through written communication to the Commission or through a conference of Parties convened upon the concurrence of a simple majority.
340,C,0,0,N/A,Extraordinary Session of the Conference of all Parties to the Treaty,"Ibid. Annex IV.4. If the Commission considers that the Party complained of is in breach of its obligations under this Treaty, or that the above provisions have not been complied with, States Parties to the Treaty shall meet in extraordinary session to discuss the matter.",0,N/A,N/A,1,8,N/A,"Ibid. Annex IV.4. If the Commission considers that the Party complained of is in breach of its obligations under this Treaty, or that the above provisions have not been complied with, States Parties to the Treaty shall meet in extraordinary session to discuss the matter."
342,A,0,0,N/A,Meeting of participating States,"Article VII.1. ""Participating States will meet periodically to take decisions regarding this Arrangement, its purposes and its further elaboration, to review the lists of controlled items, to consider ways of co-ordinating efforts to promote the development of effective export control systems, and to discuss other relevant matters of mutual interest, including information to be made public.""",0,N/A,N/A,0,1,N/A,"Article VII.1. ""Participating States will meet periodically to take decisions regarding this Arrangement, its purposes and its further elaboration, to review the lists of controlled items, to consider ways of co-ordinating efforts to promote the development of effective export control systems, and to discuss other relevant matters of mutual interest, including information to be made public."""
344,A,0,0,N/A,The Consultative Commission,Article X:1.,0,N/A,N/A,0,0,N/A,Article X:1.
350,A,0,0,N/A,The Conference of States Parties,"Ibid. Article II.2425. The Conference shall be the principal organ of the Organization. It shall consider any questions, matters or issues within the scope of this Treaty, including those relating to the powers and functions of the Executive Council and the Technical Secretariat, in accordance with this Treaty. It may make recommendations and take decisions on any questions, matters or issues within the scope of this Treaty raised by a State Party or brought to its attention by the Executive Council. 25. The Conference shall oversee the implementation of, and review compliance with, this Treaty and act in order to promote its object and purpose. It shall also oversee the activities of the Executive Council and the Technical Secretariat and may issue guidelines to either of them for the exercise of their functions.",0,N/A,N/A,0,0,N/A,"Ibid. Article II.2425. The Conference shall be the principal organ of the Organization. It shall consider any questions, matters or issues within the scope of this Treaty, including those relating to the powers and functions of the Executive Council and the Technical Secretariat, in accordance with this Treaty. It may make recommendations and take decisions on any questions, matters or issues within the scope of this Treaty raised by a State Party or brought to its attention by the Executive Council. 25. The Conference shall oversee the implementation of, and review compliance with, this Treaty and act in order to promote its object and purpose. It shall also oversee the activities of the Executive Council and the Technical Secretariat and may issue guidelines to either of them for the exercise of their functions."
350,B,0,1,N/A,N/A,"Ibid. Article VI.2. When a dispute arises between two or more States Parties, or between one or more States Parties and the Organization, relating to the application or interpretation of this Treaty,the parties concerned shall consult together with a view to the expeditious settlement of the dispute by negotiation or byother peaceful means of the parties’ choice, including recourse to appropriate organs of this Treaty and, by mutual consent, referral to the International Court of Justice in conformity with the Statute of the Court. The parties involved shall keep the Executive Council informed of actions being taken.",1,International Court of Justice,"Ibid. Article VI.2. ewhn a dispute arises between two or more States Parties, or between one or more States Parties and the Organization, relating to the application or interpretation of this Treaty,the parties concerned shall consult together with a view to theexpeditious settlement of the dispute by negotiation or byother peaceful means of the parties’ choice, including recourse to appropriate organs of this Treaty and, by mutualconsent, referral to the International Court of Justice in conformity with the Statute of the Court. The parties involvedshall keep the Executive Council informed of actions beingtaken.",1,7,N/A,"Ibid. Article VI.2. When a dispute arises between two or more States Parties, or between one or more States Parties and the Organization, relating to the application or interpretation of this Treaty,the parties concerned shall consult together with a view to the expeditious settlement of the dispute by negotiation or byother peaceful means of the parties’ choice, including recourse to appropriate organs of this Treaty and, by mutualconsent, referral to the International Court of Justice in conformity with the Statute of the Court. The parties involvedshall keep the Executive Council informed of actions being taken."
350,C,0,0,N/A,Amendment Conference,Ibid. Article VII.2. The proposed amendment shall be considered andadopted only by an Amendment Conference.,0,N/A,N/A,0,2,N/A,Ibid. Article VII. 
360,A,0,1,N/A,Meeting of States Parties,Ibid. Article 11.1. The States Parties shall meet regularly in order to consider any matter with regard to the application or implementation of this Convention…,0,N/A,N/A,0,0,N/A,"Ibid. Article 11.1. The States Parties shall meet regularly in order to consider any matter with regard to the application or implementation of this Convention, including. (a) The operation and status of this Convention. (b) Matters arising from the reports submitted under the provisions of this Convention. (c) International cooperation and assistance in accordance with Article 6. (d) The development of technologies to clear antipersonnel mines. (e) Submissions of States Parties under Article 8. and (f) Decisions relating to submissions of States Parties as provided for in Article 5."
360,B,0,1,N/A,Review Conference,"Ibid. Article 12.1. A Review Conference shall be convened by the SecretaryGeneral of the United Nations five years after the entry into force of this Convention. Further Review Conferences shall be convened by the SecretaryGeneral of the United Nations if so requested by one or more States Parties, provided that the interval between Review Conferences shall in no case be less than five years. All States Parties to this Convention shall be invited to each Review Conference.",0,N/A,N/A,0,1,N/A,"Ibid. Article 12.2. The purpose of the Review Conference shall be. (a) To review the operation and status of this Convention. (b) To consider the need for and the interval between further Meetings of the States Parties referred to in paragraph 2 of Article 11. (c) To take decisions on submissions of States Parties as provided for in Article 5. and (d) To adopt, if necessary, in its final report conclusions related to the implementation of this Convention."
360,C,0,1,N/A,"Amendment conference, Review Conference","Ibid. Article 13.1 Any proposal for an amendment shall be communicated to the Depositary, who shall circulate it to all States Parties and shall seek their views on whether an Amendment Conference should be convened to consider the proposal. If a majority of the States Parties notify the Depositary no later than 30 days after its circulation that they support further consideration of the proposal, the Depositary shall convene an Amendment Conference to which all States Parties shall be invite. Article 13.3. The Amendment Conference shall be held immediately following a Meeting of the States Parties or a Review Conference unless a majority of the States Parties request that it be held earlier.",0,N/A,N/A,0,2,N/A,"Ibid. Article 13.1. At any time after the entry into force of this Convention any State Party may propose amendments to this Convention. Any proposal for an amendment shall be communicated to the Depositary, who shall circulate it to all States Parties and shall seek their views on whether an Amendment Conference should be convened to consider the proposal. If a majority of the States Parties notify the Depositary no later than 30 days after its circulation that they support further consideration of the proposal, the Depositary shall convene an Amendment Conference to which all States Parties shall be invited."
